Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber
Franchet    ;Langley  ;;65;6/15/1958;;93.3;95870;73 rue Marie de Médicis      ;BEZONS              ;
Guibord     ;Paige    ;female;75;4/9/1949;160;70.3;78280;17 Avenue des Tuileries      ;GUYANCOURT          ;115.546.205
Trottier    ;Royce    ;;;;187;89.9;97233;;SCHOELCHER          ;540.519.760
Paré        ;Loring   ;male  ;;4/18/1974;183;92.9;;41 rue Marguerite            ;VILLEURBANNE        ;422.072.988
Devost      ;Xavierre ;female;55;3/21/1969;;78.7;;93 rue Marguerite            ;VILLEURBANNE        ;494.132.153
Benjamin    ;Tyson    ;;65;;179;78.8;33160;36 rue des Dunes             ;SAINT-MÉDARD-EN-JALL;557.951.208
Martel      ;René     ;male  ;51;;172;97.9;78170;63 rue des Soeurs            ;LA CELLE-SAINT-CLOUD;152.193.100
Labossière  ;Franck   ;male  ;40;1/5/1984;179;64.8;13006;1 cours Franklin Roosevelt   ;MARSEILLE           ;449.819.509
Boisclair   ;Renée    ;female;69;2/4/1955;169;;;;MAMOUDZOU           ;271.149.640
Lessard     ;Flordelis;female;29;;;79.6;;84 place Stanislas           ;NANTERRE            ;197.774.632
Gingras     ;Honoré   ;male  ;44;10/30/1979;187;114.8;6400;77 Rue Marie De Médicis      ;CANNES              ;456.963.652
Chabot      ;Varden   ;male  ;53;12/9/1970;177;;78200;;MANTES-LA-JOLIE     ;164.386.627
Tanguay     ;Verney   ;male  ;47;6/24/1976;175;65.8;81000;98 Chemin des Bateliers      ;ALBI                ;559.954.356
Potvin      ;Olivier  ;;;;177;83.8;;;COUDEKERQUE-BRANCHE ;396.259.723
Moquin      ;Alexandri;female;45;10/13/1978;164;86.7;97110;62 rue de la Boétie          ;POINTE-À-PITRE      ;566.785.036
Beaulieu    ;Gay      ;female;39;11/15/1984;158;89.2;62100;32 Chemin Du Lavarin Sud     ;CALAIS              ;385.021.207
Flamand     ;Gilles   ;male  ;41;8/17/1982;178;95.4;62700;;;232.679.527
Thibault    ;Christoph;male  ;62;7/28/1961;172;;92230;16 rue Saint Germain         ;GENNEVILLIERS       ;112.969.533
Ricard      ;Bruce    ;male  ;60;9/11/1963;177;103.2;79000;55 boulevard de Prague       ;NIORT               ;529.337.393
Davignon    ;Demi     ;female;48;2/19/1976;163;56.7;;9 boulevard de la Liberation ;MARSEILLE           ;479.639.737
Gaudreau    ;Cinderell;;;8/8/1975;161;77.3;;50 rue du Paillle en queue   ;L'HAŸ-LES-ROSES     ;102.090.574
Bienvenue   ;Maslin   ;male  ;62;;179;91.3;33150;3 rue Porte d'Orange         ;CENON               ;502.219.455
Des Meaux   ;Camille  ;female;81;3/8/1943;151;90.7;76300;69 avenue Jules Ferry        ;SOTTEVILLE-LÈS-ROUEN;281.346.883
Flamand     ;Mason    ;male  ;74;6/5/1949;173;105.3;77350;;LE MÉE-SUR-SEINE    ;183.256.226
Mainville   ;Marmion  ;male  ;55;8/1/1968;;68.8;34400;45 Rue Hubert de Lisle       ;LUNEL               ;481.787.491
Lanoie      ;Durandana;;32;3/6/1992;171;53.2;13004;53 rue Beauvau               ;MARSEILLE           ;480.575.527
Fortier     ;Fabrice  ;male  ;57;8/27/1966;178;109.4;75015;89 rue La Boétie             ;PARIS               ;179.541.714
Lebel       ;Peppin   ;male  ;59;9/22/1964;;73;97142;13 rue du Général Ailleret   ;LES ABYMES          ;520.891.920
Savard      ;Senior   ;;;11/21/1946;177;82.8;31300;5 rue Pierre De Coubertin    ;;595.505.543
Deblois     ;Sabine   ;;84;2/29/1940;166;;;73 rue Charles Corbeau       ;FLEURY-LES-AUBRAIS  ;278.300.502
Boutot      ;Raymond  ;;;;181;;;;;154.252.305
Martel      ;Roger    ;male  ;32;12/25/1991;169;63.6;97430;14 rue du Général Ailleret   ;LE TAMPON           ;287.233.562
Bussière    ;Vincent  ;male  ;85;2/4/1939;166;65.3;67200;79 rue Descartes             ;;329.801.104
Fortin      ;Lundy    ;female;50;2/7/1974;167;;;76 Rue St Ferréol            ;;334.265.645
Vernadeau   ;Diane    ;female;40;9/7/1983;156;52.4;92310;80 avenue Jules Ferry        ;SÈVRES              ;126.201.954
Desnoyers   ;Valentine;female;43;12/10/1980;155;61.6;52100;17 rue Pierre Motte          ;SAINT-DIZIER        ;338.585.972
Brault      ;Caresse  ;female;;10/29/1973;170;58.5;31400;11 rue Pierre De Coubertin   ;;590.458.005
D'Aoust     ;Chappell ;male  ;83;;163;80.5;47000;89 rue Gontier-Patin         ;AGEN                ;515.314.269
Villeneuve  ;Lyle     ;;76;6/20/1947;177;77.9;95500;38 rue Jean-Monnet           ;GONESSE             ;124.958.917
Echeverri   ;Pryor    ;male  ;76;10/16/1947;162;85.5;91220;;BRÉTIGNY-SUR-ORGE   ;
Bernard     ;Demi     ;female;26;11/24/1997;155;;52100;56 rue Pierre Motte          ;SAINT-DIZIER        ;343.499.271
Monjeau     ;Faye     ;female;84;7/16/1939;151;91.8;94140;32 rue de Geneve             ;ALFORTVILLE         ;174.680.161
Meunier     ;Joanna   ;female;44;;156;95.5;83600;29 rue Isambard              ;FRÉJUS              ;
Desforges   ;Peverell ;male  ;36;12/22/1987;188;87.5;5000;28 rue Saint Germain         ;GAP                 ;446.472.570
Beaulac     ;Patrick  ;male  ;;;168;111;20090;91 Chemin des Bateliers      ;AJACCIO             ;430.407.082
Poulin      ;Marc     ;;74;4/7/1950;178;;13140;;MIRAMAS             ;
Cinq-Mars   ;Lothair  ;male  ;64;11/14/1959;167;81;59120;89 Rue Hubert de Lisle       ;LOOS                ;306.118.602
Lafontaine  ;Landers  ;male  ;43;7/28/1980;;65;97300;29 rue Porte d'Orange        ;CAYENNE             ;
Chastain    ;Etoile   ;female;31;5/31/1992;156;50;80090;62 rue de Geneve             ;AMIENS              ;387.095.709
Chenard     ;Gallia   ;female;20;9/5/2003;166;89;13009;40 cours Franklin Roosevelt  ;MARSEILLE           ;466.316.093
Coulombe    ;Leverett ;;72;7/29/1951;;75.4;59280;31 rue de Lille              ;ARMENTIÈRES         ;338.644.524
Tisserand   ;Edmee    ;female;73;;161;86.8;92220;;BAGNEUX             ;
Séguin      ;Eugenia  ;;;11/16/1996;164;70.2;;37 rue Nationale             ;;124.742.064
Lejeune     ;Soren    ;male  ;;1/5/1995;190;82.4;93210;;LA PLAINE-SAINT-DENI;105.013.071
Paquette    ;Genevre  ;female;71;12/24/1952;166;;74200;25 rue du Fossé des Tanneurs ;THONON-LES-BAINS    ;465.207.817
Bérubé      ;La Roux  ;female;72;8/11/1951;;70.6;13100;43 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;
L'Heureux   ;Gill     ;male  ;62;12/14/1961;;;46000;69 Chemin Du Lavarin Sud     ;CAHORS              ;513.204.414
Cartier     ;Morgana  ;female;37;8/31/1986;164;59.3;64700;14 avenue Voltaire           ;MAISONS-ALFORT      ;507.181.341
Chenard     ;Pensee   ;female;78;;154;80.9;28000;5 place Maurice-Charretier   ;;
Gagné       ;Christine;female;68;6/18/1955;151;;94300;25 rue Marguerite            ;VINCENNES           ;159.544.395
Houde       ;Marthe   ;female;;;;91.5;8200;73 avenue de Bouvines        ;;385.386.642
Bizier      ;Julie    ;female;;10/16/1978;173;53.3;59430;70 rue de la Hulotais        ;SAINT-POL-SUR-MER   ;318.285.808
Gosselin    ;Flordelis;female;74;2/20/1950;151;66.8;87280;3 rue Léon Dierx             ;LIMOGES             ;589.061.764
Mathieu     ;Hortense ;female;64;7/26/1959;154;63.4;69500;74 rue Grande Fusterie       ;BRON                ;477.793.906
Guédry      ;Aymon    ;male  ;;2/14/1973;167;;76100;42 rue de l'Epeule           ;ROUEN               ;
Brault      ;Patience ;female;41;11/30/1982;154;56.5;75014;;PARIS               ;157.155.339
Chauvet     ;Dominique;female;68;10/7/1955;157;92;62700;2 rue Grande Fusterie        ;BRUAY-LA-BUISSIÈRE  ;238.542.334
Lefèbvre    ;Mandel   ;male  ;41;;;;;54 cours Franklin Roosevelt  ;MARSEILLE           ;
Laderoute   ;Grégoire ;male  ;38;;172;;25000;36 rue Jean Vilar            ;BESANÇON            ;300.149.135
Frappier    ;Zoé      ;female;26;;174;;94230;;;107.354.918
Brisebois   ;Channing ;male  ;61;;166;;97470;24 rue des Nations Unies     ;;213.814.113
Bériault    ;Raymond  ;male  ;;;165;109.5;34300;95 rue Gontier-Patin         ;;479.678.353
Vachon      ;Leone    ;female;61;6/7/1962;;51;46000;86 Chemin Du Lavarin Sud     ;CAHORS              ;
Forest      ;Parnella ;female;43;12/27/1980;166;84.2;;31 rue Nationale             ;PARIS               ;187.681.151
Babin       ;Honoré   ;male  ;31;4/16/1993;184;111.6;;6 place Stanislas            ;NANCY               ;387.010.523
Latourelle  ;Claire   ;female;39;11/7/1984;168;49.4;93420;40 place de Miremont         ;VILLEPINTE          ;147.846.176
Voisine     ;Guillaume;male  ;;11/8/1973;182;67.7;97300;94 rue Porte d'Orange        ;CAYENNE             ;
Gagné       ;Rule     ;male  ;;6/10/1969;;74.4;77176;;;169.870.005
Monjeau     ;Amber    ;female;79;;161;70.6;59110;27 rue de l'Aigle            ;LA MADELEINE        ;354.859.219
Labrecque   ;Harriette;female;;4/4/1966;168;90;92800;26 rue de Penthièvre         ;PUTEAUX             ;114.360.346
Michel      ;Olympia  ;female;51;12/2/1972;170;83.2;76140;;LE PETIT-QUEVILLY   ;259.994.334
Beausoleil  ;Odo      ;male  ;46;7/21/1977;179;;;15 boulevard Bryas           ;CREIL               ;300.774.158
Sciverit    ;Vaden    ;male  ;31;11/11/1992;181;63;97150;6 rue des Dunes              ;SAINT-MARTIN        ;509.728.575
Cantin      ;Delmare  ;female;32;12/17/1991;168;;6300;;NICE                ;484.747.634
Langlois    ;Olivie   ;female;40;10/7/1983;154;62.2;95200;62 rue des six frères Ruellan;SARCELLES           ;126.801.110
Petit       ;Vail     ;;;11/2/1943;168;69.6;59650;19 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;
Douffet     ;Fusberta ;female;;4/30/1955;162;68.6;59370;46 rue Bonneterie            ;MONS-EN-BAROEUL     ;346.019.100
Fouquet     ;Cerise   ;female;38;6/23/1985;;;83140;7 avenue Jules Ferry         ;;470.320.838
Louis       ;Antoine  ;male  ;81;6/25/1942;162;63;69009;71 rue Banaudon              ;LYON                ;
Angélil     ;Harriette;female;84;7/14/1939;170;55.4;;31 rue Banaudon              ;LYON                ;404.054.032
Dufresne    ;Fanchon  ;female;55;4/21/1969;160;57.9;97440;69 rue de l'Epeule           ;SAINT-ANDRÉ         ;276.046.215
Daigle      ;Maslin   ;male  ;76;6/25/1947;168;;91240;45 rue Gouin de Beauchesne   ;;
Quinn       ;Guerin   ;male  ;84;7/19/1939;162;66.6;75012;82 Place de la Madeleine     ;PARIS               ;106.180.816
Hughes      ;Christabe;female;45;2/15/1979;168;78.4;75014;69 rue La Boétie             ;PARIS               ;126.696.182
Couet       ;Suzette  ;female;19;4/23/2005;161;82.7;31400;88 rue Pierre De Coubertin   ;TOULOUSE            ;584.951.605
Fremont     ;Bruno    ;male  ;72;5/19/1951;166;94;94190;14 place de Miremont         ;;153.815.193
Guay        ;Alphonse ;male  ;21;;;57.4;95170;34 Cours Marechal-Joffre     ;DEUIL-LA-BARRE      ;102.544.250
Verreau     ;Rosemarie;female;43;1/30/1981;163;91.6;94310;7 boulevard Amiral Courbet   ;ORLY                ;121.087.134
Lapierre    ;Andrée   ;female;30;4/21/1994;160;102;68200;72 rue des Coudriers         ;MULHOUSE            ;377.093.394
Mousseau    ;Fabien   ;male  ;;6/6/1965;;85.1;13400;;AUBAGNE             ;484.023.713
Boutot      ;Lundy    ;female;51;8/9/1972;162;70.9;94300;24 rue Marguerite            ;VINCENNES           ;113.101.392
Laderoute   ;Yolande  ;female;72;;;58;97100;82 Rue du Limas              ;;
Monjeau     ;Percy    ;male  ;45;;;98.1;27200;12 Rue Frédéric Chopin       ;VERNON              ;201.591.874
Jodoin      ;Luce     ;female;42;1/18/1982;166;75;;22 Rue de Verdun             ;MONTÉLIMAR          ;499.106.435
Brisette    ;Aurore   ;female;47;11/13/1976;170;75.6;91000;37 rue Charles Corbeau       ;ÉVRY                ;132.743.637
Petit       ;Kerman   ;male  ;62;;170;109.3;;;OZOIR-LA-FERRIÈRE   ;178.286.495
Barjavel    ;Charles  ;male  ;32;12/13/1991;179;112.4;97233;40 avenue de Bouvines        ;SCHOELCHER          ;578.369.042
Savard      ;Sylvie   ;;27;9/20/1996;169;74.3;45000;69 Rue Roussy                ;;274.717.260
Bazin       ;Denis    ;male  ;;12/22/1978;174;114.2;78990;84 Avenue Millies Lacroix    ;ÉLANCOURT           ;116.997.234
Fortin      ;Claire   ;female;56;7/29/1967;170;91.2;93600;46 rue Sadi Carnot           ;AULNAY-SOUS-BOIS    ;107.353.347
Courtois    ;Forrest  ;male  ;85;3/20/1939;163;66;13008;60 cours Franklin Roosevelt  ;MARSEILLE           ;424.415.185
Aupry       ;Arthur   ;male  ;59;12/30/1964;;111.1;97233;45 avenue de Bouvines        ;SCHOELCHER          ;572.513.090
Jomphe      ;Somer    ;male  ;68;2/2/1956;180;;97231;5 rue Adolphe Wurtz          ;LE ROBERT           ;555.066.432
Beaulé      ;Quincy   ;male  ;21;;182;98.2;11100;92 rue de Raymond Poincaré   ;NARBONNE            ;449.028.671
Tougas      ;Platt    ;;37;8/14/1986;170;101.9;24000;;PÉRIGUEUX           ;513.409.067
Meunier     ;Royden   ;male  ;;7/20/1953;;105.1;95800;;CERGY               ;
Desnoyer    ;Christabe;female;;4/24/1944;158;79.6;31500;76 quai Saint-Nicolas        ;TOULOUSE            ;528.539.501
Gamache     ;Dexter   ;male  ;34;8/25/1989;187;;35700;96 rue Lenotre               ;RENNES              ;
Leblanc     ;Henry    ;male  ;25;6/20/1998;182;64.8;16100;13 Place de la Gare          ;COGNAC              ;522.214.934
Sansouci    ;Mayhew   ;male  ;;9/30/1993;170;71.7;67400;53 route de Lyon             ;ILLKIRCH-GRAFFENSTAD;343.229.678
Lapresse    ;Vivienne ;female;84;10/25/1939;154;;34400;18 Rue Hubert de Lisle       ;LUNEL               ;467.906.179
Thivierge   ;Éléonore ;female;21;6/17/2002;172;87.3;;14 Place du Jeu de Paume     ;VIERZON             ;213.453.907
Mailly      ;Slainie  ;female;39;;;;;19 Rue du Palais             ;ÉPINAL              ;
Fugère      ;Merle    ;;22;5/14/2002;171;;91120;;PALAISEAU           ;154.577.852
Perrault    ;Gabrielle;female;38;;171;88.8;33130;32 rue Jean Vilar            ;;514.840.263
Salmons     ;Astolpho ;;;6/5/2004;183;79.1;69002;16 rue de la République      ;LYON                ;
Hétu        ;Marine   ;female;56;11/4/1967;162;91.8;76120;52 boulevard Aristide Briand ;LE GRAND-QUEVILLY   ;288.299.948
Corbin      ;Tanguy   ;male  ;33;5/2/1991;188;72.4;;69 rue Marie de Médicis      ;BEZONS              ;178.776.822
Plaisance   ;Zacharie ;male  ;27;1/18/1997;;104.8;83100;;TOULON              ;417.199.300
Faubert     ;Clarice  ;female;;8/7/1943;;50.3;6100;;NICE                ;
Mainville   ;Peppin   ;male  ;51;8/6/1972;172;116;35000;52 rue Lenotre               ;RENNES              ;223.844.470
Tétrault    ;Victoire ;female;;;;89.9;3200;32 Rue Frédéric Chopin       ;VICHY               ;403.701.179
LeBatelier  ;Granville;male  ;74;8/11/1949;170;83.1;33000;65 avenue de l'Amandier      ;BORDEAUX            ;552.192.208
Bertrand    ;Normand  ;;75;;178;97.1;77190;98 boulevard Bryas           ;;171.293.500
Rivière     ;Byron    ;male  ;44;5/27/1979;170;72.6;95130;16 rue Isambard              ;FRANCONVILLE-LA-GARE;119.014.120
Batard      ;Melusina ;female;48;9/9/1975;159;;94400;74 Rue Bonnet                ;VITRY-SUR-SEINE     ;142.322.805
Grenier     ;Leal     ;;28;5/12/1996;184;76.7;45400;50 rue Charles Corbeau       ;FLEURY-LES-AUBRAIS  ;250.485.352
Truchon     ;Robert   ;;35;12/30/1988;187;;97430;28 rue du Général Ailleret   ;;243.433.211
Benjamin    ;Timothée ;male  ;55;;171;84.1;40000;94 Rue de Verdun             ;MONT-DE-MARSAN      ;585.493.160
Trépanier   ;France   ;female;67;;;;;51 avenue Jules Ferry        ;SOTTEVILLE-LÈS-ROUEN;244.173.695
Brian       ;Sidney   ;male  ;84;9/22/1939;166;99.5;92270;3 avenue de l'Amandier       ;BOIS-COLOMBES       ;180.852.608
Pariseau    ;Antoine  ;male  ;;10/19/1966;173;109.1;59100;37 rue de l'Epeule           ;ROUBAIX             ;333.359.603
Berthiaume  ;Aimé     ;male  ;34;11/5/1989;180;100.1;91230;80 Rue de Verdun             ;MONTGERON           ;122.972.690
Bonenfant   ;Roger    ;male  ;47;12/6/1976;;;93140;89 avenue de l'Amandier      ;BONDY               ;
Labossière  ;Beltane  ;male  ;73;7/26/1950;167;101.1;;80 boulevard Bryas           ;;136.805.567
Couture     ;Yseult   ;female;70;12/21/1953;165;95.5;17000;83 rue de l'Aigle            ;LA ROCHELLE         ;580.256.748
Saurel      ;Josette  ;female;83;6/21/1940;157;51.7;97470;99 rue des Nations Unies     ;SAINT-BENOÎT        ;213.040.400
Bossé       ;Somervill;;64;10/24/1959;;62;92220;;;
Jardine     ;Marjolain;;21;;160;81.6;;;NEVERS              ;
Labrosse    ;Etoile   ;female;41;;160;72.6;33260;92 rue du Clair Bocage       ;LA TESTE-DE-BUCH    ;506.223.470
Adler       ;Sennet   ;male  ;41;11/26/1982;183;81.4;13400;97 rue de Lille              ;AUBAGNE             ;470.933.618
Couture     ;Henriette;female;;10/29/2003;152;80.1;13300;83 rue des six frères Ruellan;SALON-DE-PROVENCE   ;448.232.278
Martin      ;Ila      ;female;79;3/7/1945;;50.8;;79 rue Gontier-Patin         ;ABBEVILLE           ;367.571.621
Clavette    ;Prewitt  ;male  ;;;189;81.1;9000;74 rue Charles Corbeau       ;FOIX                ;521.558.822
Paquin      ;Antoine  ;male  ;37;6/13/1986;;105.6;47300;83 place de Miremont         ;VILLENEUVE-SUR-LOT  ;566.582.156
Lavallée    ;Karel    ;male  ;44;5/30/1979;169;86.5;;61 rue des six frères Ruellan;SALON-DE-PROVENCE   ;
Douffet     ;Melusina ;female;44;10/28/1979;164;90.3;12100;;MILLAU              ;
Covillon    ;Russell  ;male  ;31;6/3/1992;169;72.4;76130;97 rue des Coudriers         ;MONT-SAINT-AIGNAN   ;200.195.960
Corbeil     ;Ila      ;female;48;6/14/1975;172;85.7;38100;56 avenue Ferdinand de Lessep;GRENOBLE            ;440.169.520
Laux        ;Xarles   ;;;;172;69;59300;51 avenue de Provence        ;VALENCIENNES        ;304.346.537
Avare       ;Brice    ;female;75;1/14/1949;160;65;89100;;SENS                ;390.385.780
Boulanger   ;Tearlach ;male  ;50;8/6/1973;174;109.7;95200;92 rue des six frères Ruellan;SARCELLES           ;173.478.350
Thériault   ;Honoré   ;male  ;19;2/12/2005;170;64.2;95140;;GARGES-LÈS-GONESSE  ;176.464.182
Brisette    ;Robert   ;male  ;76;9/26/1947;170;75.5;93390;96 Rue de Strasbourg         ;CLICHY-SOUS-BOIS    ;
Lacroix     ;Perrin   ;male  ;23;10/28/2000;175;77.8;64600;48 Chemin Des Bateliers      ;ANGLET              ;545.762.230
Jacques     ;Arthur   ;;83;3/11/1941;179;71.5;97500;56 rue de la Hulotais        ;SAINT-PIERRE-ET-MIQU;549.772.842
Pitre       ;Cher     ;female;33;4/25/1991;155;88.7;87000;63 Chemin Challet            ;LIMOGES             ;541.433.222
Durand      ;Orane    ;female;55;7/31/1968;160;67.4;59400;44 Rue Marie De Médicis      ;CAMBRAI             ;308.464.500
Poisson     ;Valérie  ;female;82;;150;;26000;88 avenue de Provence        ;VALENCE             ;
Lepage      ;Noelle   ;female;78;10/31/1945;153;89.5;97180;17 rue Pierre Motte          ;SAINTE-ANNE         ;581.216.188
Plaisance   ;Esmeraude;female;32;12/26/1991;163;67;76300;83 avenue Jules Ferry        ;SOTTEVILLE-LÈS-ROUEN;232.346.582
Lamothe     ;Merci    ;female;20;9/9/2003;;63.3;;57 rue Michel Ange           ;LE HAVRE            ;266.035.658
Batard      ;Thibaut  ;male  ;70;6/29/1953;185;84.7;75012;57 Place de la Madeleine     ;PARIS               ;149.411.695
Chesnay     ;Gemma    ;female;19;6/1/2004;159;75.2;97400;40 rue Pierre Motte          ;SAINT-DENIS         ;121.882.101
Grandpré    ;Maslin   ;male  ;82;7/19/1941;166;89.8;13001;61 rue Beauvau               ;MARSEILLE           ;487.520.987
Grimard     ;Inès     ;female;;2/17/1965;;103.6;;;SAINT-MÉDARD-EN-JALL;525.328.975
Bisaillon   ;Ila      ;female;70;1/27/1954;170;64.6;44600;10 rue Gouin de Beauchesne   ;SAINT-NAZAIRE       ;
Moreau      ;Christoph;male  ;81;1/3/1943;179;95.4;92120;;MONTROUGE           ;137.709.211
Truchon     ;Madeleine;female;33;2/23/1991;171;57.5;13014;;;456.378.719
Faucher     ;Thérèse  ;female;71;3/2/1953;157;82.1;;;PARIS               ;193.826.169
Marseau     ;Telford  ;male  ;72;1/17/1952;164;92.3;;92 Square de la Couronne     ;PANTIN              ;
Ricard      ;Joseph   ;;36;;186;111.8;19100;99 rue Grande Fusterie       ;BRIVE-LA-GAILLARDE  ;581.827.256
Duperré     ;Bartlett ;male  ;55;7/23/1968;;109.3;85000;13 rue du Clair Bocage       ;LA ROCHE-SUR-YON    ;256.949.867
Ratté       ;Bayard   ;;37;5/9/1987;177;63.3;6600;7 Avenue De Marlioz          ;ANTIBES             ;498.167.802
